intent,sentence1,sentence2,label
Check the Weather,Tell me if it's stormy outside.,Should I wear sunglasses today?,1
Check the Weather,Check the air quality for me.,What's the weather update for this weekend?,1
Check the Weather,Check the air quality for me.,Give me today's high and low temperatures.,1
Check the Weather,Check the air quality for me.,Should I wear sunglasses today?,0
Check the Weather,What's the weather update for this weekend?,Give me today's high and low temperatures.,1
Check the Weather,What's the weather update for this weekend?,Should I wear sunglasses today?,0
Check the Weather,Give me today's high and low temperatures.,Should I wear sunglasses today?,1
Send a Message,Send a message to John.,Text John for me.,1
Send a Message,Send a message to John.,Can you message John?,1
Send a Message,Send a message to John.,Send a text to John saying hi.,1
Send a Message,Send a message to John.,Tell John I’ll be there soon.,1
Send a Message,Send a message to John.,Write a message to John.,1
Send a Message,Send a message to John.,Send John a quick text.,0
Send a Message,Send a message to John.,Let John know I’m on my way.,1
Send a Message,Send a message to John.,Tell John I’ll call him later.,0
Send a Message,Send a message to John.,Text John and ask if he's free.,0
Send a Message,Send a message to John.,Message John with my location.,1
Send a Message,Send a message to John.,Send a WhatsApp message to John.,0
Send a Message,Send a message to John.,Tell John that I’m running late.,0
Send a Message,Send a message to John.,Send a reminder message to John.,0
Send a Message,Send a message to John.,Text John and say hello.,0
Send a Message,Send a message to John.,Write a text message to John.,1
Send a Message,Send a message to John.,Let John know I’ll meet him at 5.,0
Send a Message,Send a message to John.,Message John to confirm our plans.,0
Send a Message,Send a message to John.,Tell John I’ll text him later.,0
Send a Message,Send a message to John.,Send a short text to John.,0
Send a Message,Send a message to John.,Inform John that I’ve arrived.,0
Send a Message,Send a message to John.,Message John and let him know I’m outside.,1
Send a Message,Send a message to John.,Ask John if he received my email.,0
Send a Message,Send a message to John.,Text John to check in with him.,0
Send a Message,Send a message to John.,Send John a message asking how he's doing.,0
Send a Message,Send a message to John.,Tell John to call me when he's free.,1
Send a Message,Send a message to John.,Message John and ask about the meeting.,1
Send a Message,Send a message to John.,Let John know I’ll be late.,1
Send a Message,Send a message to John.,Send John a text with my ETA.,1
Send a Message,Send a message to John.,Write a message to John and say thanks.,1
Send a Message,Text John for me.,Can you message John?,1
Send a Message,Text John for me.,Send a text to John saying hi.,0
Send a Message,Text John for me.,Tell John I’ll be there soon.,0
Send a Message,Text John for me.,Write a message to John.,1
Send a Message,Text John for me.,Send John a quick text.,0
Send a Message,Text John for me.,Let John know I’m on my way.,0
Send a Message,Text John for me.,Tell John I’ll call him later.,0
Send a Message,Text John for me.,Text John and ask if he's free.,0
Send a Message,Text John for me.,Message John with my location.,0
Send a Message,Text John for me.,Send a WhatsApp message to John.,0
Send a Message,Text John for me.,Tell John that I’m running late.,0
Send a Message,Text John for me.,Send a reminder message to John.,0
Send a Message,Text John for me.,Text John and say hello.,1
Send a Message,Text John for me.,Write a text message to John.,0
Send a Message,Text John for me.,Let John know I’ll meet him at 5.,0
Send a Message,Text John for me.,Message John to confirm our plans.,0
Send a Message,Text John for me.,Tell John I’ll text him later.,0
Send a Message,Text John for me.,Send a short text to John.,1
Send a Message,Text John for me.,Inform John that I’ve arrived.,0
Send a Message,Text John for me.,Message John and let him know I’m outside.,1
Send a Message,Text John for me.,Ask John if he received my email.,1
Send a Message,Text John for me.,Text John to check in with him.,0
Send a Message,Text John for me.,Send John a message asking how he's doing.,1
Send a Message,Text John for me.,Tell John to call me when he's free.,1
Send a Message,Text John for me.,Message John and ask about the meeting.,0
Send a Message,Text John for me.,Let John know I’ll be late.,1
Send a Message,Text John for me.,Send John a text with my ETA.,1
Send a Message,Text John for me.,Write a message to John and say thanks.,1
Send a Message,Can you message John?,Send a text to John saying hi.,1
Send a Message,Can you message John?,Tell John I’ll be there soon.,0
Send a Message,Can you message John?,Write a message to John.,1
Send a Message,Can you message John?,Send John a quick text.,1
Send a Message,Can you message John?,Let John know I’m on my way.,0
Send a Message,Can you message John?,Tell John I’ll call him later.,1
Send a Message,Can you message John?,Text John and ask if he's free.,1
Send a Message,Can you message John?,Message John with my location.,0
Send a Message,Can you message John?,Send a WhatsApp message to John.,1
Send a Message,Can you message John?,Tell John that I’m running late.,0
Send a Message,Can you message John?,Send a reminder message to John.,1
Send a Message,Can you message John?,Text John and say hello.,1
Send a Message,Can you message John?,Write a text message to John.,1
Send a Message,Can you message John?,Let John know I’ll meet him at 5.,0
Send a Message,Can you message John?,Message John to confirm our plans.,1
Send a Message,Can you message John?,Tell John I’ll text him later.,0
Send a Message,Can you message John?,Send a short text to John.,1
Send a Message,Can you message John?,Inform John that I’ve arrived.,1
Send a Message,Can you message John?,Message John and let him know I’m outside.,0
Send a Message,Can you message John?,Ask John if he received my email.,0
Send a Message,Can you message John?,Text John to check in with him.,1
Send a Message,Can you message John?,Send John a message asking how he's doing.,1
Send a Message,Can you message John?,Tell John to call me when he's free.,0
Send a Message,Can you message John?,Message John and ask about the meeting.,1
Send a Message,Can you message John?,Let John know I’ll be late.,0
Send a Message,Can you message John?,Send John a text with my ETA.,0
Send a Message,Can you message John?,Write a message to John and say thanks.,0
Send a Message,Send a text to John saying hi.,Tell John I’ll be there soon.,1
Send a Message,Send a text to John saying hi.,Write a message to John.,0
Send a Message,Send a text to John saying hi.,Send John a quick text.,0
Send a Message,Send a text to John saying hi.,Let John know I’m on my way.,1
Send a Message,Send a text to John saying hi.,Tell John I’ll call him later.,1
Send a Message,Send a text to John saying hi.,Text John and ask if he's free.,1
Send a Message,Send a text to John saying hi.,Message John with my location.,0
Send a Message,Send a text to John saying hi.,Send a WhatsApp message to John.,0
Send a Message,Send a text to John saying hi.,Tell John that I’m running late.,0
Send a Message,Send a text to John saying hi.,Send a reminder message to John.,1
Send a Message,Send a text to John saying hi.,Text John and say hello.,1
Send a Message,Send a text to John saying hi.,Write a text message to John.,0
Send a Message,Send a text to John saying hi.,Let John know I’ll meet him at 5.,1
Send a Message,Send a text to John saying hi.,Message John to confirm our plans.,1
Send a Message,Send a text to John saying hi.,Tell John I’ll text him later.,0
Send a Message,Send a text to John saying hi.,Send a short text to John.,1
Send a Message,Send a text to John saying hi.,Inform John that I’ve arrived.,1
Send a Message,Send a text to John saying hi.,Message John and let him know I’m outside.,0
Send a Message,Send a text to John saying hi.,Ask John if he received my email.,1
Send a Message,Send a text to John saying hi.,Text John to check in with him.,0
Send a Message,Send a text to John saying hi.,Send John a message asking how he's doing.,0
Send a Message,Send a text to John saying hi.,Tell John to call me when he's free.,0
Send a Message,Send a text to John saying hi.,Message John and ask about the meeting.,1
Send a Message,Send a text to John saying hi.,Let John know I’ll be late.,0
Send a Message,Send a text to John saying hi.,Send John a text with my ETA.,0
Send a Message,Send a text to John saying hi.,Write a message to John and say thanks.,1
Send a Message,Tell John I’ll be there soon.,Write a message to John.,1
Send a Message,Tell John I’ll be there soon.,Send John a quick text.,0
Send a Message,Tell John I’ll be there soon.,Let John know I’m on my way.,1
Send a Message,Tell John I’ll be there soon.,Tell John I’ll call him later.,1
Send a Message,Tell John I’ll be there soon.,Text John and ask if he's free.,0
Send a Message,Tell John I’ll be there soon.,Message John with my location.,1
Send a Message,Tell John I’ll be there soon.,Send a WhatsApp message to John.,1
Send a Message,Tell John I’ll be there soon.,Tell John that I’m running late.,0
Send a Message,Tell John I’ll be there soon.,Send a reminder message to John.,0
Send a Message,Tell John I’ll be there soon.,Text John and say hello.,0
Send a Message,Tell John I’ll be there soon.,Write a text message to John.,1
Send a Message,Tell John I’ll be there soon.,Let John know I’ll meet him at 5.,0
Send a Message,Tell John I’ll be there soon.,Message John to confirm our plans.,0
Send a Message,Tell John I’ll be there soon.,Tell John I’ll text him later.,0
Send a Message,Tell John I’ll be there soon.,Send a short text to John.,0
Send a Message,Tell John I’ll be there soon.,Inform John that I’ve arrived.,1
Send a Message,Tell John I’ll be there soon.,Message John and let him know I’m outside.,1
Send a Message,Tell John I’ll be there soon.,Ask John if he received my email.,1
Send a Message,Tell John I’ll be there soon.,Text John to check in with him.,0
Send a Message,Tell John I’ll be there soon.,Send John a message asking how he's doing.,0
Send a Message,Tell John I’ll be there soon.,Tell John to call me when he's free.,0
Send a Message,Tell John I’ll be there soon.,Message John and ask about the meeting.,1
Send a Message,Tell John I’ll be there soon.,Let John know I’ll be late.,0
Send a Message,Tell John I’ll be there soon.,Send John a text with my ETA.,0
Send a Message,Tell John I’ll be there soon.,Write a message to John and say thanks.,1
Send a Message,Write a message to John.,Send John a quick text.,0
Send a Message,Write a message to John.,Let John know I’m on my way.,0
Send a Message,Write a message to John.,Tell John I’ll call him later.,0
Send a Message,Write a message to John.,Text John and ask if he's free.,1
Send a Message,Write a message to John.,Message John with my location.,0
Send a Message,Write a message to John.,Send a WhatsApp message to John.,1
Send a Message,Write a message to John.,Tell John that I’m running late.,0
Send a Message,Write a message to John.,Send a reminder message to John.,0
Send a Message,Write a message to John.,Text John and say hello.,0
Send a Message,Write a message to John.,Write a text message to John.,0
Send a Message,Write a message to John.,Let John know I’ll meet him at 5.,0
Send a Message,Write a message to John.,Message John to confirm our plans.,0
Send a Message,Write a message to John.,Tell John I’ll text him later.,1
Send a Message,Write a message to John.,Send a short text to John.,1
Send a Message,Write a message to John.,Inform John that I’ve arrived.,0
Send a Message,Write a message to John.,Message John and let him know I’m outside.,0
Send a Message,Write a message to John.,Ask John if he received my email.,1
Send a Message,Write a message to John.,Text John to check in with him.,0
Send a Message,Write a message to John.,Send John a message asking how he's doing.,1
Send a Message,Write a message to John.,Tell John to call me when he's free.,0
Send a Message,Write a message to John.,Message John and ask about the meeting.,1
Send a Message,Write a message to John.,Let John know I’ll be late.,0
Send a Message,Write a message to John.,Send John a text with my ETA.,1
Send a Message,Write a message to John.,Write a message to John and say thanks.,0
Send a Message,Send John a quick text.,Let John know I’m on my way.,0
Send a Message,Send John a quick text.,Tell John I’ll call him later.,1
Send a Message,Send John a quick text.,Text John and ask if he's free.,1
Send a Message,Send John a quick text.,Message John with my location.,0
Send a Message,Send John a quick text.,Send a WhatsApp message to John.,1
Send a Message,Send John a quick text.,Tell John that I’m running late.,1
Send a Message,Send John a quick text.,Send a reminder message to John.,0
Send a Message,Send John a quick text.,Text John and say hello.,1
Send a Message,Send John a quick text.,Write a text message to John.,0
Send a Message,Send John a quick text.,Let John know I’ll meet him at 5.,1
Send a Message,Send John a quick text.,Message John to confirm our plans.,1
Send a Message,Send John a quick text.,Tell John I’ll text him later.,0
Send a Message,Send John a quick text.,Send a short text to John.,1
Send a Message,Send John a quick text.,Inform John that I’ve arrived.,1
Send a Message,Send John a quick text.,Message John and let him know I’m outside.,0
Send a Message,Send John a quick text.,Ask John if he received my email.,1
Send a Message,Send John a quick text.,Text John to check in with him.,0
Send a Message,Send John a quick text.,Send John a message asking how he's doing.,1
Send a Message,Send John a quick text.,Tell John to call me when he's free.,0
Send a Message,Send John a quick text.,Message John and ask about the meeting.,0
Send a Message,Send John a quick text.,Let John know I’ll be late.,1
Send a Message,Send John a quick text.,Send John a text with my ETA.,0
Send a Message,Send John a quick text.,Write a message to John and say thanks.,1
Send a Message,Let John know I’m on my way.,Tell John I’ll call him later.,1
Send a Message,Let John know I’m on my way.,Text John and ask if he's free.,1
Send a Message,Let John know I’m on my way.,Message John with my location.,0
Send a Message,Let John know I’m on my way.,Send a WhatsApp message to John.,0
Send a Message,Let John know I’m on my way.,Tell John that I’m running late.,1
Send a Message,Let John know I’m on my way.,Send a reminder message to John.,1
Send a Message,Let John know I’m on my way.,Text John and say hello.,1
Send a Message,Let John know I’m on my way.,Write a text message to John.,1
Send a Message,Let John know I’m on my way.,Let John know I’ll meet him at 5.,0
Send a Message,Let John know I’m on my way.,Message John to confirm our plans.,1
Send a Message,Let John know I’m on my way.,Tell John I’ll text him later.,1
Send a Message,Let John know I’m on my way.,Send a short text to John.,1
Send a Message,Let John know I’m on my way.,Inform John that I’ve arrived.,0
Send a Message,Let John know I’m on my way.,Message John and let him know I’m outside.,1
Send a Message,Let John know I’m on my way.,Ask John if he received my email.,0
Send a Message,Let John know I’m on my way.,Text John to check in with him.,0
Send a Message,Let John know I’m on my way.,Send John a message asking how he's doing.,1
Send a Message,Let John know I’m on my way.,Tell John to call me when he's free.,1
Send a Message,Let John know I’m on my way.,Message John and ask about the meeting.,0
Send a Message,Let John know I’m on my way.,Let John know I’ll be late.,0
Send a Message,Let John know I’m on my way.,Send John a text with my ETA.,0
Send a Message,Let John know I’m on my way.,Write a message to John and say thanks.,1
Send a Message,Tell John I’ll call him later.,Text John and ask if he's free.,1
Send a Message,Tell John I’ll call him later.,Message John with my location.,1
Send a Message,Tell John I’ll call him later.,Send a WhatsApp message to John.,0
Send a Message,Tell John I’ll call him later.,Tell John that I’m running late.,0
Send a Message,Tell John I’ll call him later.,Send a reminder message to John.,1
Send a Message,Tell John I’ll call him later.,Text John and say hello.,1
Send a Message,Tell John I’ll call him later.,Write a text message to John.,0
Send a Message,Tell John I’ll call him later.,Let John know I’ll meet him at 5.,1
Send a Message,Tell John I’ll call him later.,Message John to confirm our plans.,0
Send a Message,Tell John I’ll call him later.,Tell John I’ll text him later.,1
Send a Message,Tell John I’ll call him later.,Send a short text to John.,1
Send a Message,Tell John I’ll call him later.,Inform John that I’ve arrived.,0
Send a Message,Tell John I’ll call him later.,Message John and let him know I’m outside.,0
Send a Message,Tell John I’ll call him later.,Ask John if he received my email.,0
Send a Message,Tell John I’ll call him later.,Text John to check in with him.,0
Send a Message,Tell John I’ll call him later.,Send John a message asking how he's doing.,0
Send a Message,Tell John I’ll call him later.,Tell John to call me when he's free.,0
Send a Message,Tell John I’ll call him later.,Message John and ask about the meeting.,1
Send a Message,Tell John I’ll call him later.,Let John know I’ll be late.,1
Send a Message,Tell John I’ll call him later.,Send John a text with my ETA.,1
Send a Message,Tell John I’ll call him later.,Write a message to John and say thanks.,1
Send a Message,Text John and ask if he's free.,Message John with my location.,1
Send a Message,Text John and ask if he's free.,Send a WhatsApp message to John.,1
Send a Message,Text John and ask if he's free.,Tell John that I’m running late.,0
Send a Message,Text John and ask if he's free.,Send a reminder message to John.,1
Send a Message,Text John and ask if he's free.,Text John and say hello.,0
Send a Message,Text John and ask if he's free.,Write a text message to John.,1
Send a Message,Text John and ask if he's free.,Let John know I’ll meet him at 5.,0
Send a Message,Text John and ask if he's free.,Message John to confirm our plans.,0
Send a Message,Text John and ask if he's free.,Tell John I’ll text him later.,1
Send a Message,Text John and ask if he's free.,Send a short text to John.,1
Send a Message,Text John and ask if he's free.,Inform John that I’ve arrived.,0
Send a Message,Text John and ask if he's free.,Message John and let him know I’m outside.,0
Send a Message,Text John and ask if he's free.,Ask John if he received my email.,1
Send a Message,Text John and ask if he's free.,Text John to check in with him.,0
Send a Message,Text John and ask if he's free.,Send John a message asking how he's doing.,0
Send a Message,Text John and ask if he's free.,Tell John to call me when he's free.,1
Send a Message,Text John and ask if he's free.,Message John and ask about the meeting.,1
Send a Message,Text John and ask if he's free.,Let John know I’ll be late.,0
Send a Message,Text John and ask if he's free.,Send John a text with my ETA.,0
Send a Message,Text John and ask if he's free.,Write a message to John and say thanks.,1
Send a Message,Message John with my location.,Send a WhatsApp message to John.,0
Send a Message,Message John with my location.,Tell John that I’m running late.,1
Send a Message,Message John with my location.,Send a reminder message to John.,1
Send a Message,Message John with my location.,Text John and say hello.,0
Send a Message,Message John with my location.,Write a text message to John.,0
Send a Message,Message John with my location.,Let John know I’ll meet him at 5.,0
Send a Message,Message John with my location.,Message John to confirm our plans.,0
Send a Message,Message John with my location.,Tell John I’ll text him later.,0
Send a Message,Message John with my location.,Send a short text to John.,1
Send a Message,Message John with my location.,Inform John that I’ve arrived.,1
Send a Message,Message John with my location.,Message John and let him know I’m outside.,1
Send a Message,Message John with my location.,Ask John if he received my email.,1
Send a Message,Message John with my location.,Text John to check in with him.,0
Send a Message,Message John with my location.,Send John a message asking how he's doing.,1
Send a Message,Message John with my location.,Tell John to call me when he's free.,0
Send a Message,Message John with my location.,Message John and ask about the meeting.,1
Send a Message,Message John with my location.,Let John know I’ll be late.,0
Send a Message,Message John with my location.,Send John a text with my ETA.,0
Send a Message,Message John with my location.,Write a message to John and say thanks.,0
Send a Message,Send a WhatsApp message to John.,Tell John that I’m running late.,1
Send a Message,Send a WhatsApp message to John.,Send a reminder message to John.,0
Send a Message,Send a WhatsApp message to John.,Text John and say hello.,1
Send a Message,Send a WhatsApp message to John.,Write a text message to John.,1
Send a Message,Send a WhatsApp message to John.,Let John know I’ll meet him at 5.,1
Send a Message,Send a WhatsApp message to John.,Message John to confirm our plans.,1
Send a Message,Send a WhatsApp message to John.,Tell John I’ll text him later.,1
Send a Message,Send a WhatsApp message to John.,Send a short text to John.,0
Send a Message,Send a WhatsApp message to John.,Inform John that I’ve arrived.,0
Send a Message,Send a WhatsApp message to John.,Message John and let him know I’m outside.,0
Send a Message,Send a WhatsApp message to John.,Ask John if he received my email.,1
Send a Message,Send a WhatsApp message to John.,Text John to check in with him.,0
Send a Message,Send a WhatsApp message to John.,Send John a message asking how he's doing.,0
Send a Message,Send a WhatsApp message to John.,Tell John to call me when he's free.,1
Send a Message,Send a WhatsApp message to John.,Message John and ask about the meeting.,0
Send a Message,Send a WhatsApp message to John.,Let John know I’ll be late.,0
Send a Message,Send a WhatsApp message to John.,Send John a text with my ETA.,0
Send a Message,Send a WhatsApp message to John.,Write a message to John and say thanks.,0
Send a Message,Tell John that I’m running late.,Send a reminder message to John.,0
Send a Message,Tell John that I’m running late.,Text John and say hello.,0
Send a Message,Tell John that I’m running late.,Write a text message to John.,0
Send a Message,Tell John that I’m running late.,Let John know I’ll meet him at 5.,0
Send a Message,Tell John that I’m running late.,Message John to confirm our plans.,1
Send a Message,Tell John that I’m running late.,Tell John I’ll text him later.,1
Send a Message,Tell John that I’m running late.,Send a short text to John.,0
Send a Message,Tell John that I’m running late.,Inform John that I’ve arrived.,0
Send a Message,Tell John that I’m running late.,Message John and let him know I’m outside.,1
Send a Message,Tell John that I’m running late.,Ask John if he received my email.,0
Send a Message,Tell John that I’m running late.,Text John to check in with him.,0
Send a Message,Tell John that I’m running late.,Send John a message asking how he's doing.,1
Send a Message,Tell John that I’m running late.,Tell John to call me when he's free.,0
Send a Message,Tell John that I’m running late.,Message John and ask about the meeting.,1
Send a Message,Tell John that I’m running late.,Let John know I’ll be late.,1
Send a Message,Tell John that I’m running late.,Send John a text with my ETA.,1
Send a Message,Tell John that I’m running late.,Write a message to John and say thanks.,1
Send a Message,Send a reminder message to John.,Text John and say hello.,0
Send a Message,Send a reminder message to John.,Write a text message to John.,0
Send a Message,Send a reminder message to John.,Let John know I’ll meet him at 5.,0
Send a Message,Send a reminder message to John.,Message John to confirm our plans.,0
Send a Message,Send a reminder message to John.,Tell John I’ll text him later.,1
Send a Message,Send a reminder message to John.,Send a short text to John.,1
Send a Message,Send a reminder message to John.,Inform John that I’ve arrived.,0
Send a Message,Send a reminder message to John.,Message John and let him know I’m outside.,0
Send a Message,Send a reminder message to John.,Ask John if he received my email.,1
Send a Message,Send a reminder message to John.,Text John to check in with him.,0
Send a Message,Send a reminder message to John.,Send John a message asking how he's doing.,0
Send a Message,Send a reminder message to John.,Tell John to call me when he's free.,1
Send a Message,Send a reminder message to John.,Message John and ask about the meeting.,0
Send a Message,Send a reminder message to John.,Let John know I’ll be late.,1
Send a Message,Send a reminder message to John.,Send John a text with my ETA.,0
Send a Message,Send a reminder message to John.,Write a message to John and say thanks.,1
Send a Message,Text John and say hello.,Write a text message to John.,0
Send a Message,Text John and say hello.,Let John know I’ll meet him at 5.,0
Send a Message,Text John and say hello.,Message John to confirm our plans.,1
Send a Message,Text John and say hello.,Tell John I’ll text him later.,1
Send a Message,Text John and say hello.,Send a short text to John.,0
Send a Message,Text John and say hello.,Inform John that I’ve arrived.,0
Send a Message,Text John and say hello.,Message John and let him know I’m outside.,1
Send a Message,Text John and say hello.,Ask John if he received my email.,1
Send a Message,Text John and say hello.,Text John to check in with him.,1
Send a Message,Text John and say hello.,Send John a message asking how he's doing.,1
Send a Message,Text John and say hello.,Tell John to call me when he's free.,1
Send a Message,Text John and say hello.,Message John and ask about the meeting.,0
Send a Message,Text John and say hello.,Let John know I’ll be late.,1
Send a Message,Text John and say hello.,Send John a text with my ETA.,0
Send a Message,Text John and say hello.,Write a message to John and say thanks.,0
Send a Message,Write a text message to John.,Let John know I’ll meet him at 5.,1
Send a Message,Write a text message to John.,Message John to confirm our plans.,1
Send a Message,Write a text message to John.,Tell John I’ll text him later.,0
Send a Message,Write a text message to John.,Send a short text to John.,1
Send a Message,Write a text message to John.,Inform John that I’ve arrived.,1
Send a Message,Write a text message to John.,Message John and let him know I’m outside.,1
Send a Message,Write a text message to John.,Ask John if he received my email.,0
Send a Message,Write a text message to John.,Text John to check in with him.,0
Send a Message,Write a text message to John.,Send John a message asking how he's doing.,1
Send a Message,Write a text message to John.,Tell John to call me when he's free.,0
Send a Message,Write a text message to John.,Message John and ask about the meeting.,1
Send a Message,Write a text message to John.,Let John know I’ll be late.,0
Send a Message,Write a text message to John.,Send John a text with my ETA.,0
Send a Message,Write a text message to John.,Write a message to John and say thanks.,1
Send a Message,Let John know I’ll meet him at 5.,Message John to confirm our plans.,1
Send a Message,Let John know I’ll meet him at 5.,Tell John I’ll text him later.,0
Send a Message,Let John know I’ll meet him at 5.,Send a short text to John.,1
Send a Message,Let John know I’ll meet him at 5.,Inform John that I’ve arrived.,0
Send a Message,Let John know I’ll meet him at 5.,Message John and let him know I’m outside.,1
Send a Message,Let John know I’ll meet him at 5.,Ask John if he received my email.,1
Send a Message,Let John know I’ll meet him at 5.,Text John to check in with him.,0
Send a Message,Let John know I’ll meet him at 5.,Send John a message asking how he's doing.,1
Send a Message,Let John know I’ll meet him at 5.,Tell John to call me when he's free.,1
Send a Message,Let John know I’ll meet him at 5.,Message John and ask about the meeting.,0
Send a Message,Let John know I’ll meet him at 5.,Let John know I’ll be late.,1
Send a Message,Let John know I’ll meet him at 5.,Send John a text with my ETA.,1
Send a Message,Let John know I’ll meet him at 5.,Write a message to John and say thanks.,1
Send a Message,Message John to confirm our plans.,Tell John I’ll text him later.,0
Send a Message,Message John to confirm our plans.,Send a short text to John.,1
Send a Message,Message John to confirm our plans.,Inform John that I’ve arrived.,1
Send a Message,Message John to confirm our plans.,Message John and let him know I’m outside.,1
Send a Message,Message John to confirm our plans.,Ask John if he received my email.,0
Send a Message,Message John to confirm our plans.,Text John to check in with him.,1
Send a Message,Message John to confirm our plans.,Send John a message asking how he's doing.,0
Send a Message,Message John to confirm our plans.,Tell John to call me when he's free.,1
Send a Message,Message John to confirm our plans.,Message John and ask about the meeting.,0
Send a Message,Message John to confirm our plans.,Let John know I’ll be late.,0
Send a Message,Message John to confirm our plans.,Send John a text with my ETA.,0
Send a Message,Message John to confirm our plans.,Write a message to John and say thanks.,0
Send a Message,Tell John I’ll text him later.,Send a short text to John.,0
Send a Message,Tell John I’ll text him later.,Inform John that I’ve arrived.,0
Send a Message,Tell John I’ll text him later.,Message John and let him know I’m outside.,1
Send a Message,Tell John I’ll text him later.,Ask John if he received my email.,1
Send a Message,Tell John I’ll text him later.,Text John to check in with him.,1
Send a Message,Tell John I’ll text him later.,Send John a message asking how he's doing.,0
Send a Message,Tell John I’ll text him later.,Tell John to call me when he's free.,1
Send a Message,Tell John I’ll text him later.,Message John and ask about the meeting.,1
Send a Message,Tell John I’ll text him later.,Let John know I’ll be late.,0
Send a Message,Tell John I’ll text him later.,Send John a text with my ETA.,1
Send a Message,Tell John I’ll text him later.,Write a message to John and say thanks.,0
Send a Message,Send a short text to John.,Inform John that I’ve arrived.,1
Send a Message,Send a short text to John.,Message John and let him know I’m outside.,0
Send a Message,Send a short text to John.,Ask John if he received my email.,1
Send a Message,Send a short text to John.,Text John to check in with him.,0
Send a Message,Send a short text to John.,Send John a message asking how he's doing.,1
Send a Message,Send a short text to John.,Tell John to call me when he's free.,0
Send a Message,Send a short text to John.,Message John and ask about the meeting.,1
Send a Message,Send a short text to John.,Let John know I’ll be late.,1
Send a Message,Send a short text to John.,Send John a text with my ETA.,0
Send a Message,Send a short text to John.,Write a message to John and say thanks.,1
Send a Message,Inform John that I’ve arrived.,Message John and let him know I’m outside.,0
Send a Message,Inform John that I’ve arrived.,Ask John if he received my email.,0
Send a Message,Inform John that I’ve arrived.,Text John to check in with him.,0
Send a Message,Inform John that I’ve arrived.,Send John a message asking how he's doing.,0
Send a Message,Inform John that I’ve arrived.,Tell John to call me when he's free.,1
Send a Message,Inform John that I’ve arrived.,Message John and ask about the meeting.,0
Send a Message,Inform John that I’ve arrived.,Let John know I’ll be late.,0
Send a Message,Inform John that I’ve arrived.,Send John a text with my ETA.,0
Send a Message,Inform John that I’ve arrived.,Write a message to John and say thanks.,0
Send a Message,Message John and let him know I’m outside.,Ask John if he received my email.,0
Send a Message,Message John and let him know I’m outside.,Text John to check in with him.,1
Send a Message,Message John and let him know I’m outside.,Send John a message asking how he's doing.,0
Send a Message,Message John and let him know I’m outside.,Tell John to call me when he's free.,0
Send a Message,Message John and let him know I’m outside.,Message John and ask about the meeting.,0
Send a Message,Message John and let him know I’m outside.,Let John know I’ll be late.,0
Send a Message,Message John and let him know I’m outside.,Send John a text with my ETA.,1
Send a Message,Message John and let him know I’m outside.,Write a message to John and say thanks.,0
Send a Message,Ask John if he received my email.,Text John to check in with him.,1
Send a Message,Ask John if he received my email.,Send John a message asking how he's doing.,1
Send a Message,Ask John if he received my email.,Tell John to call me when he's free.,0
Send a Message,Ask John if he received my email.,Message John and ask about the meeting.,0
Send a Message,Ask John if he received my email.,Let John know I’ll be late.,0
Send a Message,Ask John if he received my email.,Send John a text with my ETA.,1
Send a Message,Ask John if he received my email.,Write a message to John and say thanks.,1
Send a Message,Text John to check in with him.,Send John a message asking how he's doing.,1
Send a Message,Text John to check in with him.,Tell John to call me when he's free.,0
Send a Message,Text John to check in with him.,Message John and ask about the meeting.,1
Send a Message,Text John to check in with him.,Let John know I’ll be late.,0
Send a Message,Text John to check in with him.,Send John a text with my ETA.,1
Send a Message,Text John to check in with him.,Write a message to John and say thanks.,0
Send a Message,Send John a message asking how he's doing.,Tell John to call me when he's free.,1
Send a Message,Send John a message asking how he's doing.,Message John and ask about the meeting.,1
Send a Message,Send John a message asking how he's doing.,Let John know I’ll be late.,1
Send a Message,Send John a message asking how he's doing.,Send John a text with my ETA.,1
Send a Message,Send John a message asking how he's doing.,Write a message to John and say thanks.,0
Send a Message,Tell John to call me when he's free.,Message John and ask about the meeting.,0
Send a Message,Tell John to call me when he's free.,Let John know I’ll be late.,0
Send a Message,Tell John to call me when he's free.,Send John a text with my ETA.,0
Send a Message,Tell John to call me when he's free.,Write a message to John and say thanks.,1
Send a Message,Message John and ask about the meeting.,Let John know I’ll be late.,1
Send a Message,Message John and ask about the meeting.,Send John a text with my ETA.,0
Send a Message,Message John and ask about the meeting.,Write a message to John and say thanks.,1
Send a Message,Let John know I’ll be late.,Send John a text with my ETA.,0
Send a Message,Let John know I’ll be late.,Write a message to John and say thanks.,0
Send a Message,Send John a text with my ETA.,Write a message to John and say thanks.,0
Turn on the Lights,Turn on the lights in the living room.,Can you switch on the lights?,0
Turn on the Lights,Turn on the lights in the living room.,Illuminate the living room.,0
Turn on the Lights,Turn on the lights in the living room.,Turn on the lights now.,1
Turn on the Lights,Turn on the lights in the living room.,Enable the lights in this room.,1
Turn on the Lights,Turn on the lights in the living room.,Switch on the ceiling light.,0
Turn on the Lights,Turn on the lights in the living room.,Turn on all the lights.,0
Turn on the Lights,Turn on the lights in the living room.,Can you brighten the room?,1
Turn on the Lights,Turn on the lights in the living room.,Activate the lights here.,0
Turn on the Lights,Turn on the lights in the living room.,Power on the lights.,0
Turn on the Lights,Turn on the lights in the living room.,Make the room brighter.,0
Turn on the Lights,Turn on the lights in the living room.,Turn up the lights.,0
